class,order,family,species,taxa,latitude,abs_latitude,longitude,life_stage,habitat,breathing_mode,ctmax,ctmin,body_mass,time_ctmax,time_ctmin,reference,reference_add
Amphibia,Anura,Eleutherodactylidae,Bryophryne cophites,amph,-12.56,12.56,-70.1,Adult,Aquatic,Air,28,1.6,0.079181246,1,1.214843848,2,
Amphibia,Anura,Craugastoridae,Psychrophrynella usurpator,amph,-12.56,12.56,-70.1,Adult,Aquatic,Air,28.2,2.9,-0.045757491,1.008600172,1.178976947,2,
Amphibia,Anura,Eleutherodactylidae,Pristimantis lindae,amph,-12.56,12.56,-70.1,Adult,Aquatic,Air,27.1,6,0.397940009,0.959041392,1.079181246,2,
Amphibia,Anura,Eleutherodactylidae,Pristimantis danae,amph,-12.56,12.56,-70.1,Adult,Aquatic,Air,29,6.3,0.301029996,1.041392685,1.068185862,2,
Amphibia,Anura,Eleutherodactylidae,Pristimantis platydactylus,amph,-12.56,12.56,-70.1,Adult,Aquatic,Air,28.9,6.8,-0.045757491,1.037426498,1.049218023,2,
Amphibia,Anura,Eleutherodactylidae,Pristimantis toftae,amph,-12.56,12.56,-70.1,Adult,Aquatic,Air,30.2,7.2,-0.096910013,1.086359831,1.033423755,2,
Amphibia,Anura,Eleutherodactylidae,Pristimantis salaputium,amph,-12.56,12.56,-70.1,Adult,Aquatic,Air,29.2,7.6,-0.301029996,1.049218023,1.017033339,2,
Amphibia,Anura,Eleutherodactylidae,Pristimantis ockendeni,amph,-12.56,12.56,-70.1,Adult,Aquatic,Air,29.9,7.9,-0.096910013,1.075546961,1.004321374,2,
Amphibia,Anura,Eleutherodactylidae,Pristimantis reichlei,amph,-12.56,12.56,-70.1,Adult,Aquatic,Air,31.3,8.2,0.361727836,1.123851641,0.991226076,2,
Amphibia,Anura,Eleutherodactylidae,Pristimantis carvalhoi,amph,-12.56,12.56,-70.1,Adult,Aquatic,Air,30.6,8.8,-0.397940009,1.100370545,0.963787827,2,
Amphibia,Anura,Eleutherodactylidae,Noblella myrmecoides,amph,-12.56,12.56,-70.1,Adult,Aquatic,Air,30.9,11.7,-1,1.11058971,0.799340549,2,
Amphibia,Anura,Eleutherodactylidae,Pristimantis buccinator,amph,-12.56,12.56,-70.1,Adult,Aquatic,Air,32.3,12.7,-0.301029996,1.155336037,0.72427587,2,
Amphibia,Anura,Eleutherodactylidae,Oreobates cruralis,amph,-12.56,12.56,-70.1,Adult,Aquatic,Air,34.8,15.2,0.079181246,1.225309282,0.447158031,2,
Amphibia,Anura,Eleutherodactylidae,Oreobates granulosus,amph,-12.56,12.56,-70.1,Adult,Aquatic,Air,30.4,NA,0.477121255,1.093421685,NA,2,
Amphibia,Anura,Eleutherodactylidae,Oreobates gemcare,amph,-12.56,12.56,-70.1,Adult,Aquatic,Air,26.5,NA,0.531478917,0.929418926,NA,2,
Amphibia,Anura,Eleutherodactylidae,Bryophryne nubilosus,amph,-12.56,12.56,-70.1,Adult,Aquatic,Air,27.3,NA,-0.15490196,0.968482949,NA,2,
Amphibia,Anura,Microhylidae,Cophixalus neglectus,amph,-17.5,17.5,145.5,Adult,Terrestrial,Air,30.7,NA,0.255272505,1.029383778,NA,4,
Amphibia,Anura,Microhylidae,Cophixalus mcdonaldi,amph,-17.5,17.5,145.5,Adult,Terrestrial,Air,32.77,NA,0.041392685,1.106190897,NA,4,
Amphibia,Anura,Microhylidae,Cophixalus infacetus,amph,-17.5,17.5,145.5,Adult,Terrestrial,Air,35.08,NA,-0.301029996,1.178401342,NA,4,
Amphibia,Anura,Microhylidae,Cophixalus hosmeri,amph,-17.5,17.5,145.5,Adult,Terrestrial,Air,31.73,NA,-0.522878745,1.069298012,NA,4,
Amphibia,Anura,Microhylidae,Cophixalus exiguus,amph,-17.5,17.5,145.5,Adult,Terrestrial,Air,35.93,NA,-0.397940009,1.202215776,NA,4,
Amphibia,Anura,Microhylidae,Cophixalus bombiens,amph,-17.5,17.5,145.5,Adult,Terrestrial,Air,32.36,NA,-0.522878745,1.092018471,NA,4,
Amphibia,Anura,Microhylidae,Cophixalus aenigma,amph,-17.5,17.5,145.5,Adult,Terrestrial,Air,28.09,NA,-0.22184875,0.907948522,NA,4,
Amphibia,Caudata,Plethodontidae,Plethodon glutinosus,amph,36.9,36.9,-81,Adult,Terrestrial,Air,33,NA,0.685741739,1.342422681,NA,5,
Amphibia,Caudata,Plethodontidae,Plethodon cinereus,amph,36.9,36.9,-81,Adult,Terrestrial,Air,32.5,NA,-0.050609993,1.322219295,NA,5,
Amphibia,Caudata,Plethodontidae,Desmognathus ochrophorus,amph,36.9,36.9,-81,Adult,Terrestrial,Air,33.1,NA,0.004321374,1.346352974,NA,5,
Amphibia,Anura,Hyperoliidae,Hyperolius marmoratus,amph,-33.87,33.87,18.62,Adult,Aquatic,Air,46.4,1.2,0.130333768,1.819543936,1.575187845,7,
Amphibia,Anura,Leptodactylidae ,Pleurodema thaul,amph,-40.65,40.65,-72.16,Adult,Terrestrial,Air,37.64,-2.32,0.643452676,0.980003372,0.961421094,8,
Amphibia,Anura,Ranidae,Rana virgatipes,amph,39.86,39.86,-74.69,Adult,Terrestrial,Air,38,NA,0.84509804,1.381549592,NA,10,
Amphibia,Caudata,Rhyacotritonidae,Rhyacotriton variegatus,amph,44.5,44.5,-123.55,Adult,Terrestrial,Air,29.3,NA,0.041392685,1.484299839,NA,12,
Amphibia,Caudata,Salamandridae,Triturus dobrogicus,amph,46.89,46.89,19.44,Adult,Terrestrial,Air,37.9,NA,0.929418926,1.411619706,NA,13,
Arachnida,Araneae,Trochanteriidae,Morebilus plagusius,arac,-33.62,33.62,151.25,Adult,Terrestrial,Air,49.6,NA,-0.22184875,2.089905111,NA,14,
Entognatha,Poduromorpha,Hypogastruridae,Hypogastrura manubrialis,col,-37.91,37.91,144.98,Adult,Terrestrial,Air,36.82,-5.56,-3.934420285,2.639884742,2.614053106,15,
Entognatha,Poduromorpha,Hypogastruridae,Hypogastrura viatica,col,-54.5,54.5,158.9,Adult,Terrestrial,Air,38.84,-5.33,-4.103473783,2.678336247,2.609167374,15,
Entognatha,Poduromorpha,Hypogastruridae,Hypogastrura purpurescens,col,-37.91,37.91,144.98,Adult,Terrestrial,Air,40,-4.54,-3.857923539,2.698970004,2.591954555,15,
Entognatha,Poduromorpha,Hypogastruridae,Ceratophysella denticulata,col,-54.5,54.5,158.9,Adult,Terrestrial,Air,38.28,-4.43,-4.399027104,2.668012972,2.589502796,15,
Entognatha,Poduromorpha,Tomoceridae,Pogonognathellus flavescens,col,-37.91,37.91,144.98,Adult,Terrestrial,Air,38.05,-3.53,-3.086451042,2.663700925,2.568905415,15,
Malacostraca,Isopoda,Armadillidiidae,Armadillidium vulgare,crust,-33.93,33.93,18.86,Adult,Terrestrial,Air,47,NA,-1.2069084,1.832508913,NA,16,
Malacostraca,Amphipoda,Talitridae,Orchestia gammarellus,crust,64.01,64.01,-22.33,Adult,Intertidal,Air,38.6,NA,-1.397940009,1.440909082,NA,32,
Malacostraca,Isopoda,Porcellionidae,Porcellio scaber,crust,-33.97,33.97,18.82,Adult,Terrestrial,Air,44,-7.3,-1.189095719,1.748188027,1.950364854,36,
Malacostraca,Decapoda,Ocypodidae,Uca panacea,crust,27.88,27.88,-97.11,Adult,Terrestrial,Air,45.12,9.07,0.204119983,1.528059258,1.561498907,39,
Malacostraca,Decapoda,Ocypodidae,Uca pugilator,crust,32.01,32.01,-80.88,Adult,Terrestrial,Air,43,NA,0.301029996,1.77815125,NA,40,
Actinopterygii,Perciformes,Gobiidae,Periophthalmus kalolo,fish,-5.7,5.7,123.7,Adult,Intertidal,Air,40.7,12.8,0.72427587,1.819543936,1.866287339,101,
Insecta,Coleoptera,Aphodiidea,Aphodius lapponum,insect,54.2,54.2,-2.48,Adult,Terrestrial,Air,41.92,-0.8,-1.42571982,1.377306251,1.499687083,122,
Insecta,Coleoptera,Aphodiidea,Agrilus ater,insect,54.2,54.2,-2.48,Adult,Terrestrial,Air,44.36,0.2,-1.542195073,1.458184436,1.471291711,122,
Insecta,Coleoptera,Aphodiidea,Acrossus depressus,insect,54.2,54.2,-2.48,Adult,Terrestrial,Air,42,1.46,-1.076814677,1.380211242,1.43264866,122,
Insecta,Coleoptera,Dytiscidae,Agabus bipustulatus,insect,50.4,50.4,-4.28,Adult,Aquatic,Air,37.9,NA,-1.135884633,2.047664195,NA,123,
Insecta,Coleoptera,Dytiscidae,Agabus didymus,insect,38.21,38.21,-2.45,Adult,Aquatic,Air,44.8,-9.2,-1.409492538,1.385606274,1.472756449,124,
Insecta,Coleoptera,Dytiscidae,Agabus brunneus,insect,36.34,36.34,-5.61,Adult,Aquatic,Air,46.4,-8.6,-1.380384994,1.413299764,1.36361198,124,
Insecta,Coleoptera,Dytiscidae,Agabus rufulus,insect,40.47,40.47,8.53,Adult,Aquatic,Air,44.3,-8,-1.369165482,1.474216264,1.352182518,124,
Insecta,Coleoptera,Dytiscidae,Agabus ramblae,insect,37.71,37.71,-1.9,Adult,Aquatic,Air,45.1,-6.8,-1.458920232,1.485721426,1.328379603,124,
