"edv_code","species","family","individuals_measured","sex_measured","saproxylic_beetle_europe","saproxylic_beetle_germany","rl_cat_germany","rl_population_current_germnany","sexual_dimorphism_regarding_13_traits_extinction_risk_analyses","sexual_dimorphism_comment","sexual_dimorphism_other_morphological_charact","mean_body_length_literature","colour_lightness","mass","body_length","body_width","body_height","body_roundness","head_length","head_width","pronotum_length","pronotum_width","elytra_length","elytra_width","wing_length","wing_width","wing_area","wing_aspect","wing_load","antenna_length","mandible_length","proximal_mandible_width","mandible_aspect","eye_length","eye_area","front_femur_length","front_femur_width","front_tibia_length","mid_femur_length","mid_femur_width","mid_tibia_length","hind_femur_length","hind_femur_width","hind_tibia_length","hairiness_head_dorsal","hairiness_pronotum_dorsal","hairiness_abdomen_dorsal","hairiness_abdomen_ventral","hairiness_total","residuals_body_width","residuals_head_length","residuals_wing_length","residuals_wing_load","residuals_front_femur_length","residuals_antenna_length","residuals_eye_length"
"351","38-.014-.001-.","Phaenops_cyanea","Buprestidae",1,NA,1,1,"*","mh",0,"","",8,112.42,19.265,8.303,3.622,2.288,0.632,1.603,1.987,2.022,2.861,5.883,1.805,5.79,2.619,12.585,2.211,1.531,2.997,0.293,0.173,0.59,1.263,0.554,1.041,0.588,1.192,1.06,0.538,1.51,1.444,0.516,1.76,20.141,19.58,16.62,NA,18.781,0.147,0.125,-0.341,0.765,-0.35,0.269,0.972
"352","38-.014-.002-.","Phaenops_formaneki","Buprestidae",1,NA,1,1,"*","s",0,"","",8,106.02,21.841,8.33,3.462,2.232,0.645,1.663,1.981,1.964,3.022,5.45,1.749,5.98,2.714,13.694,2.203,1.595,2.673,0.415,0.157,0.378,1.202,0.5,0.853,0.554,1.263,1.261,0.4,1.318,1.268,0.291,1.558,22.222,19.854,12.579,NA,18.218,0.098,0.159,-0.311,0.803,-0.552,0.152,0.92
"353","38-.015-.002-.","Anthaxia_millefolii","Buprestidae",2,NA,1,1,"1","es",0,"","",5,125.36,4.765,5.283,1.924,1.393,0.724,1.038,1.353,1.16,1.813,3.681,0.945,3.828,1.651,5.23,2.318,0.911,1.335,0.208,0.098,0.471,0.839,0.295,0.854,0.325,0.853,0.843,0.305,0.915,0.871,0.348,0.894,22.989,16.63,19.477,24.703,20.95,-0.08,0.105,-0.368,0.69,-0.137,-0.132,0.941
"354","38-.015-.005-.","Anthaxia_cichorii","Buprestidae",1,NA,1,1,"0","ex",0,"","",5,129.36,5.91,5.836,2.179,1.566,0.719,1.276,1.534,1.325,2.067,4.082,1.028,4.074,1.977,6.187,2.061,0.955,1.294,0.437,0.246,0.563,1.045,0.411,1.14,0.305,1.068,1.127,0.273,1.071,1.112,0.319,1.195,20.455,10.774,16.775,20.735,17.185,-0.045,0.221,-0.391,0.64,0.062,-0.253,1.077
"355","38-.015-.008-.","Anthaxia_senicula","Buprestidae",1,NA,1,1,"2","ss",0,"","",10,127.24,23.2,9.899,3.778,3.008,0.796,1.99,2.278,2.267,3.347,6.486,1.726,7.253,3.007,17.617,2.412,1.317,2.826,0.405,0.21,0.519,1.531,0.775,1.591,0.542,1.512,1.666,0.565,1.233,2.06,0.627,1.614,16.681,14.345,11.587,NA,14.205,0.031,0.18,-0.266,0.442,-0.086,0.052,1.018
"356","38-.015-.010-.","Anthaxia_candens","Buprestidae",1,NA,1,1,"2","s",0,"","",9,122.69,18.581,9.242,3.448,2.51,0.728,1.766,2.256,2.192,3.169,6.261,1.609,6.312,2.883,14.624,2.189,1.271,2.795,0.361,0.239,0.662,1.499,0.69,1.387,0.638,1.087,0.998,0.466,1.248,0.832,0.427,1.511,10.638,15.152,12.43,NA,12.74,0.001,0.123,-0.346,0.474,-0.161,0.103,1.054
"357","38-.015-.011-.","Anthaxia_salicis","Buprestidae",1,NA,1,1,"*","s",0,"","",6,114.07,8.584,6.583,2.677,1.523,0.569,0.902,1.769,1.43,2.462,4.532,1.319,4.805,2.155,7.908,2.23,1.085,1.265,0.346,0.26,0.751,1.151,0.455,1.283,0.304,1.084,1.181,0.358,1.125,1.388,0.408,1.444,6.787,4.874,6.823,NA,6.162,0.052,-0.237,-0.329,0.649,0.07,-0.384,1.073
"358","38-.015-.012-.","Anthaxia_semicuprea","Buprestidae",1,NA,1,1,"R","es",0,"","",6,115.18,4.855,5.585,2.186,1.422,0.651,1.308,1.513,1.118,2.096,3.903,1.063,4.381,1.808,6.098,2.423,0.796,1.757,0.356,0.258,0.725,0.948,0.375,0.855,0.337,0.96,1.091,0.273,0.972,1.073,0.28,1.124,18.828,15.267,12.004,24.03,17.532,-0.003,0.286,-0.281,0.501,-0.186,0.092,1.017
"359","38-.015-.013-.","Anthaxia_fulgurans","Buprestidae",1,NA,1,1,"2","ss",0,"","",5,120.26,4.305,7.069,2.113,1.425,0.674,1.019,1.403,1.403,2.042,3.642,1.053,4.036,1.872,6.08,2.156,0.708,1.449,0.357,0.124,0.347,0.959,0.313,0.862,0.268,0.742,0.918,0.279,0.865,1.01,0.314,0.954,8.559,0,0,NA,2.853,-0.248,-0.18,-0.564,0.152,-0.393,-0.313,0.831
"360","38-.015-.014-.","Anthaxia_podolica","Buprestidae",1,NA,1,1,"2","es",0,"","",5,108.49,4.157,5.347,1.897,1.287,0.678,0.988,1.272,1.187,1.896,3.274,0.921,3.372,1.713,4.868,1.968,0.854,1.244,0.176,0.044,0.25,0.853,0.239,0.973,0.242,0.71,0.758,0.252,0.726,0.822,0.28,0.756,3.145,0,0,NA,1.048,-0.105,0.045,-0.505,0.613,-0.017,-0.214,0.947
"361","38-.015-.015-.","Anthaxia_nitidula","Buprestidae",1,NA,1,1,"*","mh",0,"","",6.125,132.72,5.815,5.683,2.176,1.506,0.692,1.256,1.509,1.248,1.946,4.06,1.08,3.946,2.122,6.35,1.86,0.916,1.408,0.223,0.053,0.238,1.011,0.333,1.16,0.311,0.975,1.035,0.326,1.047,1.02,0.345,1.162,19.894,9.25,7.407,NA,12.184,-0.023,0.229,-0.4,0.624,0.103,-0.145,1.066
"362","38-.015-.018-.","Anthaxia_morio","Buprestidae",1,NA,1,1,"*","s",0,"","",7.5,110.23,33.2,8.941,3.195,1.959,0.613,1.903,2.073,1.71,2.915,5.65,1.758,6.095,2.255,11.916,2.703,2.786,2.042,0.35,0.161,0.46,1.5,0.685,1.607,0.468,1.4,1.458,0.444,1.313,1.528,0.463,1.523,0,4.361,3.413,11.891,4.916,-0.045,0.228,-0.353,1.291,0.016,-0.181,1.082
"363","38-.015-.019-.","Anthaxia_helvetica","Buprestidae",1,NA,1,1,"*","s",0,"","",6.5,113.12,14.008,5.976,2.471,1.496,0.605,1.36,1.64,1.211,2.314,4.236,1.316,4.418,1.961,7.005,2.253,2,1.413,0.298,0.083,0.279,1.066,0.42,1.254,0.357,1.293,1.156,0.308,1.107,1.212,0.319,1.169,0,0,0,15.564,3.891,0.059,0.263,-0.33,1.355,0.135,-0.186,1.077
"364","38-.015-.021-.","Anthaxia_nigrojubata","Buprestidae",1,NA,1,1,"R","es",0,"","",6,109.73,7.739,6.83,2.73,1.791,0.656,1.243,1.611,1.595,2.574,4.459,1.257,4.344,2.163,7.352,2.008,1.053,1.76,0.267,0.17,0.637,1.267,0.432,0.914,0.261,0.939,0.966,0.222,0.956,0.926,0.269,1.048,12.422,9.324,15.911,NA,12.552,0.039,0.05,-0.461,0.582,-0.303,-0.087,1.139
"365","38-.015-.022-.","Anthaxia_sepulchralis","Buprestidae",1,NA,1,1,"G","ss",0,"","",6,110.26,8.725,6.028,2.678,1.508,0.563,1.386,1.619,1.32,2.56,4.393,1.368,4.664,2.152,7.753,2.167,1.125,1.6,0.346,0.115,0.332,1.113,0.423,1.269,0.324,1.085,1.2,0.335,0.989,1.274,0.3,1.182,12.346,7.004,11.095,14.844,11.322,0.132,0.274,-0.283,0.772,0.139,-0.07,1.113
"366","38-.015-.023-.","Anthaxia_quadripunctata","Buprestidae",1,NA,1,1,"*","h",0,"","",6.25,113.65,10.179,5.418,2.274,1.364,0.6,1.168,1.497,1.142,2.101,3.868,1.17,4.039,1.712,5.438,2.359,1.872,1.563,0.302,0.175,0.579,0.901,0.317,1.086,0.315,1.017,0.96,0.27,1.016,1.073,0.272,1.097,0,0,0,18.164,4.541,0.064,0.2,-0.336,1.385,0.081,0.003,0.991
"367","38-.015-.024-.","Anthaxia_godeti","Buprestidae",1,NA,1,1,"*","mh",0,"","",5.25,108.07,3.82,4.78,2.071,1.369,0.661,1.001,1.306,1.024,1.806,3.285,1.1,3.347,1.708,4.719,1.96,0.809,1.299,0.247,0.127,0.514,0.796,0.233,0.614,0.274,0.816,0.788,0.288,0.881,1.25,0.303,0.995,6.126,0,0,NA,2.042,0.083,0.161,-0.417,0.67,-0.376,-0.069,0.972
"368","38-.015-.025-.","Anthaxia_nigritula","Buprestidae",1,NA,1,1,"0","ex",0,"","",4,113.83,4.367,4.421,1.904,1.239,0.651,1.126,1.247,0.957,1.761,3.056,0.957,3.207,1.619,4.035,1.981,1.082,0.891,0.207,0.071,0.343,0.883,0.238,0.892,0.222,0.786,0.832,0.239,0.804,0.871,0.242,0.896,19.851,13.544,15.56,24.266,18.305,0.069,0.351,-0.393,1.037,0.069,-0.376,1.141
"369","38-.016-.001-.","Chrysobothris_chrysostigma","Buprestidae",1,NA,1,1,"3","ss",0,"","",13.5,111.88,44.304,12.065,4.99,2.987,0.599,2.056,2.441,2.352,3.535,9.12,2.223,8.875,3.591,26.234,2.471,1.689,2.326,0.458,0.118,0.258,1.733,1.046,2.486,0.967,2.066,2.319,0.806,2.12,2.125,0.684,2.697,12.295,7.357,3.599,NA,7.75,0.132,0.031,-0.233,0.497,0.18,-0.321,0.976
"370","38-.016-.002-.","Chrysobothris_affinis","Buprestidae",1,NA,1,1,"*","h",0,"","",12.75,112.56,105.394,13.012,5.346,3.297,0.617,2.435,2.801,2.011,3.978,9.643,2.473,9.331,3.364,26.378,2.774,3.996,2.852,0.857,0.212,0.247,1.922,1.319,2.182,1.008,2.17,2.198,0.783,2.35,2.259,0.622,2.834,12.209,0,0,9.586,5.449,0.133,0.13,-0.248,1.284,-0.019,-0.186,1.017
"371","38-.016-.003-.","Chrysobothris_solieri","Buprestidae",1,NA,1,1,"*","s",0,"","",9,117.09,24.016,10.196,3.984,2.649,0.665,1.774,2.498,2.108,3.205,7.386,1.848,7.401,2.977,18.822,2.486,1.276,1.872,0.608,0.211,0.347,1.544,0.9,1.049,0.944,1.63,0.979,0.701,1.761,1.235,0.486,2.164,10.408,9.846,15.152,NA,11.802,0.058,0.038,-0.271,0.382,-0.53,-0.387,1.001
"372","38-.016-.004-.","Chrysobothris_igniventris","Buprestidae",1,NA,1,1,"*","ss",0,"","",9,87.32,16.956,8.266,3.689,2.002,0.543,1.641,1.932,1.932,2.62,5.677,1.812,6.291,2.477,12.746,2.54,1.33,2.038,0.513,0.181,0.353,1.319,0.633,0.928,0.631,1.448,0.876,0.607,1.613,0.924,0.501,1.932,31.056,15.267,10.486,NA,18.936,0.169,0.152,-0.254,0.629,-0.461,-0.113,1.019
"373","38-.017-.001-.","Coraebus_fasciatus","Buprestidae",1,NA,1,1,"G","ss",0,"","",14,105.53,42.8,13.603,4.45,3.649,0.82,2.515,2.673,2.592,4.097,9.92,2.113,9.48,4.267,31.79,2.222,1.346,4.43,0.793,0.57,0.719,1.487,0.965,1.715,0.475,1.604,1.856,0.605,1.696,2.399,0.782,1.775,6.737,8.789,10.412,NA,8.646,-0.09,0.122,-0.27,0.152,-0.301,0.215,0.723
"374","38-.017-.002-.","Coraebus_undatus","Buprestidae",1,NA,1,1,"V","s",0,"","",12,104.9,57.9,13.298,4.846,3.871,0.799,2.928,2.849,2.656,4.415,9.906,2.192,10.41,4.195,35.513,2.482,1.63,2.753,0.637,0.537,0.843,1.581,0.969,1.947,0.612,2.002,2.28,0.655,1.98,2.72,0.699,2.25,9.831,9.968,16.88,NA,12.226,0.015,0.295,-0.157,0.366,-0.153,-0.241,0.803
"375","38-.017-.003-.","Coraebus_rubi","Buprestidae",1,NA,1,1,"0","ex",0,"","",9,114.76,35.4,10.553,3.903,3.01,0.771,2.277,2.273,2.16,3.636,7.921,1.792,8.503,3.743,25.282,2.272,1.4,1.686,0.535,0.359,0.671,1.122,0.541,1.622,0.488,1.309,1.785,0.528,1.273,1.858,0.644,1.459,18.486,12.651,18.973,NA,16.703,0.006,0.256,-0.162,0.441,-0.125,-0.522,0.653
"376","38-.020-.002-.","Agrilus_ater","Buprestidae",1,NA,1,1,"3","ss",0,"","",8,114.31,14.113,9.466,2.412,2.349,0.974,1.455,1.925,1.636,2.412,7.349,1.101,6.786,2.4,13.473,2.828,1.048,1.895,0.367,0.322,0.877,1.396,0.635,0.954,0.399,1.386,0.933,0.333,1.41,1.196,0.539,1.209,15.593,24.876,23.615,NA,21.361,-0.378,-0.092,-0.294,0.257,-0.557,-0.308,0.963
"377","38-.020-.003-.","Agrilus_biguttatus","Buprestidae",1,NA,1,1,"*","mh",0,"","",10,115.92,27.622,10.952,3.247,2.607,0.803,1.798,2.278,1.695,2.762,8.603,1.638,8.172,2.99,18.877,2.733,1.463,2.2,0.58,0.33,0.569,1.405,0.624,1.015,0.433,1.444,1.339,0.316,1.529,1.311,0.463,1.733,7.024,10.862,13.431,NA,10.439,-0.211,-0.015,-0.233,0.448,-0.628,-0.29,0.847
"378","38-.020-.004-.","Agrilus_laticornis","Buprestidae",2,NA,1,1,"*","mh",0,"","",5,132.95,3.598,5.453,1.37,1.234,0.901,0.921,1.155,1.059,1.37,4.055,0.661,4.117,1.61,5.26,2.558,0.684,1.322,0.282,0.056,0.197,0.729,0.2,0.671,0.239,0.764,0.842,0.22,0.795,0.984,0.307,0.863,9.346,4.38,10.598,29.654,13.494,-0.449,-0.043,-0.323,0.372,-0.407,-0.171,0.774
"379","38-.020-.005-.","Agrilus_obscuricollis","Buprestidae",1,NA,1,1,"*","s",0,"","",4,125.15,2.15,4.445,1.129,1.11,0.983,0.89,0.939,0.835,1.07,3.111,0.555,2.86,0.968,2.296,2.955,0.936,1.157,0.163,0.091,0.558,0.639,0.149,0.566,0.232,0.674,0.733,0.275,0.573,0.799,0.299,0.689,10.661,24.299,30.631,NA,21.864,-0.459,0.11,-0.512,0.887,-0.391,-0.12,0.813
"380","38-.020-.006-.","Agrilus_angustulus","Buprestidae",1,NA,1,1,"*","h",0,"","",5.25,128.64,4.549,5.561,1.394,1.277,0.916,0.482,1.17,0.864,1.315,4.009,0.59,4.129,1.443,4.173,2.861,1.09,1.193,0.468,0.081,0.173,0.744,0.277,0.777,0.215,0.793,0.893,0.185,0.843,0.961,0.291,0.96,0,0,0,20.344,5.086,-0.449,-0.709,-0.336,0.819,-0.278,-0.291,0.778
"381","38-.020-.007-.","Agrilus_sulcicollis","Buprestidae",1,NA,1,1,"*","h",0,"","",7.25,139.05,9.559,7.136,1.725,1.48,0.858,0.853,1.234,1.047,1.534,4.888,0.73,4.856,1.7,6.334,2.856,1.509,1.445,0.469,0.127,0.271,0.905,0.255,0.923,0.276,0.895,0.89,0.29,0.859,1.088,0.405,1.108,0,0,0,24.324,6.081,-0.459,-0.367,-0.387,0.9,-0.333,-0.324,0.765
"382","38-.020-.008-.","Agrilus_graminis","Buprestidae",1,NA,1,1,"*","s",0,"","",6,132.99,7.777,6.465,1.79,1.642,0.917,1.177,1.415,1.238,1.613,4.728,0.89,4.404,1.724,6.395,2.555,1.216,1.542,0.372,0.162,0.435,0.98,0.314,0.651,0.248,0.936,0.758,0.315,1.011,1.103,0.436,1.116,11.315,27.295,20.225,NA,19.612,-0.334,0.046,-0.401,0.781,-0.592,-0.17,0.928
"383","38-.020-.009-.","Agrilus_hastulifer","Buprestidae",1,NA,1,1,"D","?",0,"","",6,134.61,6.814,5.959,1.667,1.474,0.884,1.173,1.356,1.764,1.459,4.238,0.785,4.009,1.594,5.194,2.515,1.312,1.368,0.267,0.165,0.618,0.938,0.282,0.734,0.301,0.798,0.665,0.229,0.772,0.887,0.423,0.691,14.749,23.32,31.847,NA,23.305,-0.332,0.117,-0.425,0.936,-0.398,-0.216,0.952
"384","38-.020-.010-.","Agrilus_derasofasciatus","Buprestidae",1,NA,1,1,"*","s",0,"","",4,120.21,2.8,5.118,1.238,1.311,1.059,0.964,1.089,0.969,1.259,3.772,0.581,3.423,1.198,3.464,2.857,0.808,1.204,0.23,0.14,0.609,0.753,0.204,0.707,0.262,0.703,0.794,0.28,0.845,0.995,0.328,1.004,20.221,31.746,32.702,NA,28.223,-0.493,0.061,-0.453,0.602,-0.297,-0.207,0.859
"385","38-.020-.011-.","Agrilus_olivicolor","Buprestidae",2,NA,1,1,"*","mh",0,"","",4,122.33,2.135,4.885,1.29,1.258,0.975,0.791,1.005,0.918,1.175,3.587,0.631,3.589,1.599,4.424,2.245,0.482,1.145,0.272,0.106,0.389,0.709,0.181,0.587,0.171,0.619,0.69,0.191,0.583,0.835,0.307,0.766,26.889,19.776,29.743,36.45,28.214,-0.41,-0.095,-0.366,0.131,-0.44,-0.215,0.838
"386","38-.020-.014-.","Agrilus_convexicollis","Buprestidae",1,NA,1,1,"*","s",0,"","",4,134.65,6.315,4.654,1.249,1.126,0.902,0.658,1,0.909,1.187,3.436,0.611,3.378,1.487,4.056,2.272,1.557,1.119,0.172,0.061,0.355,0.696,0.143,0.824,0.17,0.641,0.602,0.182,0.659,0.435,0.269,0.766,10,23.609,26.187,NA,19.932,-0.399,-0.234,-0.385,1.35,-0.057,-0.194,0.86
"387","38-.020-.015-.","Agrilus_cyanescens","Buprestidae",1,NA,1,1,"*","mh",0,"","",5.75,126.83,8.757,7.088,2.186,2.011,0.92,1.308,1.492,1.242,1.94,5.354,1.08,5.405,2.405,10.288,2.247,0.851,1.611,0.355,0.215,0.606,0.876,0.286,0.906,0.335,1.192,1.128,0.41,1.004,1.392,0.555,1.205,16.086,22.68,22.222,NA,20.329,-0.216,0.067,-0.274,0.334,-0.345,-0.209,0.738
"388","38-.020-.016-.","Agrilus_subauratus","Buprestidae",2,NA,1,1,"*","s",0,"","",8,128.91,12.5,8.621,2.26,2.224,0.984,1.514,1.677,1.496,2.22,6.756,1.109,6.8,2.453,13.848,2.772,0.903,1.655,0.401,0.235,0.586,0.958,0.357,1.092,0.388,1.192,1.269,0.415,1.271,1.502,0.43,1.335,12.463,13.128,14.004,32.319,17.979,-0.359,0.033,-0.212,0.2,-0.337,-0.359,0.664
"389","38-.020-.017-.","Agrilus_betuleti","Buprestidae",1,NA,1,1,"*","s",0,"","",5,114.05,3.32,5.48,1.59,1.376,0.865,0.535,1.186,1.084,1.475,4.156,0.766,3.846,1.82,5.732,2.113,0.579,1.11,0.252,0.092,0.365,0.622,0.11,0.565,0.22,0.747,0.614,0.269,0.779,0.637,0.338,0.815,13.491,6.784,19.582,NA,13.286,-0.304,-0.591,-0.395,0.201,-0.583,-0.35,0.611
"390","38-.020-.022-.","Agrilus_viridis","Buprestidae",1,NA,1,1,"*","h",0,"","",7.5,NA,12.278,7.295,1.792,1.653,0.922,1.228,1.418,1.061,1.604,5.245,0.814,5.125,1.85,7.674,2.77,1.6,1.257,0.442,0.118,0.267,0.906,0.301,1.059,0.314,1.025,1.117,0.321,1.052,1.157,0.343,1.259,11.601,0,0,38.328,12.482,-0.441,-0.023,-0.352,0.936,-0.215,-0.483,0.748
"391","38-.020-.024-.","Agrilus_cuprescens","Buprestidae",1,NA,1,1,"*","mh",0,"","",5.75,131.22,5.577,6.373,1.836,1.709,0.931,1.212,1.312,1.359,1.695,4.735,0.89,5.053,1.911,8.202,2.644,0.68,1.316,0.289,0.179,0.619,0.848,0.264,1.085,0.232,0.801,1.121,0.253,0.826,1.3,0.29,0.926,22.866,29.516,30.337,NA,27.573,-0.296,0.088,-0.251,0.213,-0.068,-0.316,0.795
"392","38-.020-.027-.","Agrilus_integerrimus","Buprestidae",2,NA,1,1,"3","s",0,"","",6,113.35,8.429,6.658,2.057,1.768,0.859,1.238,1.425,1.223,1.755,5.055,0.869,4.787,1.995,8.187,2.4,1.03,1.298,0.316,0.15,0.475,0.841,0.304,0.942,0.254,0.903,0.986,0.282,0.901,1.19,0.334,1.066,18.01,18.793,18.248,29.774,21.206,-0.221,0.069,-0.342,0.585,-0.25,-0.369,0.75
"393","38-.020-.028-.","Agrilus_auricollis","Buprestidae",2,NA,1,1,"2","ss",0,"","",7,127.54,7.891,7.677,2.322,1.867,0.804,1.563,1.621,1.418,1.991,5.742,1.139,5.638,2.288,10.782,2.464,0.732,1.582,0.41,0.246,0.599,1.011,0.366,0.927,0.306,0.912,1.145,0.296,0.973,1.366,0.372,1.175,20.377,21.619,23.926,31.662,24.396,-0.228,0.171,-0.301,0.104,-0.395,-0.3,0.815
"394","38-.020-.029-.","Agrilus_sinuatus","Buprestidae",2,NA,1,1,"*","mh",0,"","",7,121.97,10.02,7.509,2.067,1.982,0.959,1.286,1.565,1.334,1.85,5.877,0.976,5.737,2.196,10.416,2.613,0.962,1.559,0.283,0.136,0.48,0.995,0.368,0.997,0.321,0.949,1.149,0.316,0.962,1.302,0.377,1.135,15.638,18.817,24.109,31.657,22.555,-0.324,-0.003,-0.264,0.399,-0.302,-0.294,0.817
"395","38-.020-.030-.","Agrilus_mendax","Buprestidae",1,NA,1,1,"R","es",0,"","",9,135.5,15.848,9.456,2.795,2.557,0.915,1.842,2.018,1.646,2.486,7.177,1.348,7.32,2.45,13.842,2.988,1.145,1.845,0.471,0.372,0.79,1.292,0.68,1.731,0.411,1.471,1.701,0.461,1.341,1.778,0.513,1.623,15.857,22.526,22.255,NA,20.213,-0.229,0.144,-0.218,0.347,0.04,-0.333,0.886
"396","38-.020-.037-.","Agrilus_roscidus","Buprestidae",1,NA,1,1,"D","?",0,"","",5,131.24,2.624,4.715,1.477,1.434,0.971,0.922,1.152,0.867,1.29,3.628,0.758,3.652,1.473,4.506,2.479,0.582,0.861,0.239,0.14,0.586,0.663,0.168,0.714,0.251,0.645,0.638,0.246,0.683,0.848,0.294,0.846,22.663,27.735,34.621,26.836,27.964,-0.243,0.092,-0.318,0.354,-0.212,-0.468,0.801
"397","38-.020-.XXX","Agrilus_paludicola","Buprestidae",1,NA,1,0,NA,NA,0,"","",NA,NA,11.5,11.861,3.606,2.854,0.791,2.271,1.318,1.983,2.922,8.84,1.772,8.54,3.199,21.918,2.67,0.525,1.985,0.713,0.51,0.715,1.48,0.759,1.607,0.469,1.595,1.846,0.518,1.693,1.987,0.583,1.999,14.765,7.534,12.209,13.609,12.029,-0.178,0.146,-0.257,-0.656,-0.241,-0.465,0.833
"398","381.001-.001-.","Calyptomerus_alpestris","Clambidae",1,NA,1,1,"R","es",0,"","",1.75,118.75,0.493,1.879,1.064,0.778,0.731,0.539,0.809,0.459,0.882,1.354,0.537,2.256,0.887,1.552,2.543,0.318,NA,NA,NA,NA,0.13,0.018,0.367,0.097,0.351,0.436,0.11,0.362,0.352,0.092,0.337,110.119,80.645,143.389,141.921,119.019,0.254,0.4,-0.013,0.651,-0.04,NA,-0.06
"399","40-.004-.001-.","Prionocyphon_serricornis","Scirtidae",1,NA,1,1,"G","s",0,"","",4.15,138.06,11.913,4.556,2.841,1.682,0.592,0.849,1.436,0.877,2.112,3.261,1.55,5.66,2.44,10.988,2.32,1.084,2.014,NA,NA,NA,0.392,0.12,0.891,0.284,0.887,1.086,0.363,1.006,1.179,0.339,1.151,12.712,18.116,16.774,27.211,18.703,0.442,0.041,0.149,1.009,0.041,0.412,0.304
"400","45-.002-.001-.","Attagenus_schaefferi","Dermestidae",1,NA,1,1,"*","s",0,"","",4,111.53,3.153,4.088,2.162,1.539,0.712,0.804,0.832,1.149,1.979,3.057,1.012,3.786,1.669,5.026,2.268,0.627,0.593,0.195,0.077,0.395,0.314,0.065,0.766,0.33,0.654,0.838,0.355,0.826,0.804,0.33,0.829,38.567,52.094,35.879,52.138,44.669,0.266,0.086,-0.16,0.569,-0.012,-0.712,0.172
"401","45-.002-.004-.","Attagenus_punctatus","Dermestidae",1,NA,1,1,"3","s",0,"","",4.5,113.93,2.358,3.826,1.914,1.448,0.757,0.696,0.798,0.996,1.761,3.032,0.936,3.9,1.763,5.755,2.212,0.41,0.864,0.274,0.15,0.547,0.287,0.064,0.743,0.286,0.635,0.838,0.334,0.758,0.701,0.266,0.852,50.955,56,54.45,34.689,49.024,0.204,0.002,-0.074,0.208,0.018,-0.276,0.138
"402","45-.005-.001-.","Globicornis_nigripes","Dermestidae",1,NA,1,1,"3","s",0,"","",2,110.27,0.751,2.582,1.291,0.865,0.67,0.305,0.587,0.52,1.044,2.018,0.628,2.576,1.135,2.306,2.27,0.326,0.406,0.101,0.048,0.475,0.189,0.025,0.423,0.11,0.369,0.433,0.151,0.383,0.466,0.115,0.435,41.199,31.496,36.866,40,37.39,0.163,-0.462,-0.152,0.364,-0.187,-0.677,0.049
"403","45-.005-.003-.","Globicornis_emarginata","Dermestidae",1,NA,1,1,"3","s",0,"","",4,73.19,4.752,4.652,2.566,1.833,0.714,0.824,0.899,1.242,2.302,3.583,1.326,4.111,1.779,5.879,2.311,0.808,0.661,0.132,0.067,0.508,0.314,0.061,0.936,0.37,0.71,0.944,0.392,0.896,0.942,0.337,0.962,52.91,49.123,32.207,59.874,48.529,0.322,-0.009,-0.188,0.695,0.071,-0.72,0.064
"404","45-.005-.004-.","Globicornis_corticalis","Dermestidae",1,NA,1,1,"3","s",0,"","",3.8,123.44,2.679,3.889,1.928,1.467,0.761,0.735,0.823,0.845,1.461,3.252,0.863,4.269,2.001,7.154,2.133,0.374,0.882,0.218,0.083,0.381,0.308,0.068,0.693,0.229,0.615,NA,NA,NA,0.679,0.217,0.785,23.392,34.626,17.598,27.871,25.872,0.196,0.042,0.003,0.102,-0.067,-0.271,0.195
"405","45-.006-.001-.","Megatoma_undata","Dermestidae",1,NA,1,1,"*","mh",0,"","",5,122.38,2.552,3.413,1.522,1.016,0.668,0.584,0.727,0.834,1.337,2.306,0.733,3.624,1.442,4.319,2.513,0.591,0.888,0.244,0.051,0.209,0.296,0.055,0.587,0.165,0.537,0.641,0.175,0.639,0.598,0.174,0.694,0,36.22,32.742,71.225,35.047,0.077,-0.068,-0.049,0.686,-0.114,-0.146,0.264
"406","45-.007-.001-.","Ctesias_serra","Dermestidae",1,NA,1,1,"*","mh",0,"","",4.4,115.63,5.47,4.474,2.387,1.583,0.663,0.689,0.911,0.964,1.96,3.513,1.147,4.253,1.785,6.197,2.383,0.883,0.751,0.153,0.063,0.412,0.375,0.075,0.783,0.205,0.712,0.835,0.237,0.839,0.837,0.208,0.781,41.209,26.511,33.82,26.361,31.975,0.284,-0.152,-0.121,0.822,-0.072,-0.558,0.275
"407","45-.010-.001-.","Trinodes_hirtus","Dermestidae",1,NA,1,1,"*","mh",0,"","",2,115.7,0.53,2.504,1.508,1.176,0.78,0.41,0.597,0.546,1.062,2.077,0.716,3.051,1.44,3.557,2.119,0.149,0.637,0.107,0.102,0.953,0.238,0.035,NA,NA,NA,0.503,0.158,0.467,0.576,0.124,0.505,26.882,24.715,30.387,17.595,24.895,0.346,-0.138,0.043,-0.388,NA,-0.199,0.305
"408","46-.001-.001-.","Nosodendron_fasciculare","Nosodendridae",1,NA,1,1,"3","s",0,"","",4,97.2,8.192,4.896,2.865,2.119,0.74,0.972,1.295,0.994,2.382,3.442,1.458,6.123,2.17,10.446,2.822,0.784,NA,0.604,0.268,0.444,0.322,0.068,0.826,0.406,0.721,0.882,0.401,0.859,0.777,0.336,0.725,21.559,21.164,17.833,2.41,15.741,0.386,0.11,0.167,0.615,-0.101,NA,0.047
