domain,phylum,Species,original.species,min.mass.g,max.mass.g,a,b,Temp.scaling,air.or.water,mass.type,K..1.y.,Linfinity,Temp.growth,annual.repro.g,tmax,Wmax,Reference,notes
Eukaryota,Arthropoda,Urodacus_yaschenkoi,Urodacus_yaschenkoi,0.25,2.8,0.0221192,0.51483,10,aerial,wet,NA,NA,NA,NA,NA,NA,Shorthouse (1971),ready for digitisation
Eukaryota,Arthropoda,Urodacus_yaschenkoi,Urodacus_yaschenkoi,0.25,2.8,0.0256986,0.47262,15,aerial,wet,NA,NA,NA,NA,NA,NA,Shorthouse (1971),ready for digitisation
Eukaryota,Arthropoda,Urodacus_yaschenkoi,Urodacus_yaschenkoi,0.25,2.8,0.0495918,0.57917,20,aerial,wet,NA,NA,NA,NA,NA,NA,Shorthouse (1971),ready for digitisation
Eukaryota,Arthropoda,Urodacus_yaschenkoi,Urodacus_yaschenkoi,0.25,2.8,0.0758735,0.64298,25,aerial,wet,NA,NA,NA,NA,NA,NA,Shorthouse (1971),ready for digitisation
Eukaryota,Arthropoda,Urodacus_yaschenkoi,Urodacus_yaschenkoi,0.25,2.8,0.0981228,0.84539,27.5,aerial,wet,NA,NA,NA,NA,NA,NA,Shorthouse (1971),ready for digitisation
Eukaryota,Arthropoda,Urodacus_yaschenkoi,Urodacus_yaschenkoi,0.25,2.8,0.1094738,1.048021,30,aerial,wet,NA,NA,NA,NA,NA,NA,Shorthouse (1971),ready for digitisation
Eukaryota,Arthropoda,Urodacus_yaschenkoi,Urodacus_yaschenkoi,0.25,2.8,0.1993885,0.70943,35,aerial,wet,NA,NA,NA,NA,NA,NA,Shorthouse (1971),ready for digitisation
Eukaryota,Arthropoda,Urodacus_yaschenkoi,Urodacus_yaschenkoi,0.25,2.8,0.0209851,0.54233,10,aerial,wet,NA,NA,NA,NA,NA,NA,Shorthouse (1971),ready for digitisation
Eukaryota,Arthropoda,Urodacus_yaschenkoi,Urodacus_yaschenkoi,0.25,2.8,0.0294401,0.25219,15,aerial,wet,NA,NA,NA,NA,NA,NA,Shorthouse (1971),ready for digitisation
Eukaryota,Arthropoda,Urodacus_yaschenkoi,Urodacus_yaschenkoi,0.25,2.8,0.053534,0.71126,20,aerial,wet,NA,NA,NA,NA,NA,NA,Shorthouse (1971),ready for digitisation
Eukaryota,Arthropoda,Urodacus_yaschenkoi,Urodacus_yaschenkoi,0.25,2.8,0.0796544,0.34257,25,aerial,wet,NA,NA,NA,NA,NA,NA,Shorthouse (1971),ready for digitisation
Eukaryota,Arthropoda,Urodacus_yaschenkoi,Urodacus_yaschenkoi,0.25,2.8,0.0987984,0.5062,27.5,aerial,wet,NA,NA,NA,NA,NA,NA,Shorthouse (1971),ready for digitisation
Eukaryota,Arthropoda,Urodacus_yaschenkoi,Urodacus_yaschenkoi,0.25,2.8,0.0909997,0.94337,30,aerial,wet,NA,NA,NA,NA,NA,NA,Shorthouse (1971),ready for digitisation
Eukaryota,Arthropoda,Urodacus_yaschenkoi,Urodacus_yaschenkoi,0.25,2.8,0.1471025,0.3439,35,aerial,wet,NA,NA,NA,NA,NA,NA,Shorthouse (1971),ready for digitisation
Eukaryota,Arthropoda,Mesobuthus_martensii,Mesobuthus_martensii,0.22,1.7,0.049,0.8362,25,aerial,wet,NA,NA,NA,NA,NA,NA,Wang et al. (2019),no temperature dependence
Eukaryota,Arthropoda,Urodacus_yaschenkoi,Urodacus_yaschenkoi,0.237,3.84,0.1971831,0.64,30,aerial,wet,NA,NA,NA,NA,NA,NA,White (2001),no temperature dependence
Eukaryota,Arthropoda,Urodacus_armatus,Urodacus_armatus,0.06,1,0.0251189,0.807,20,aerial,wet,NA,NA,NA,NA,NA,NA,Withers and Smith (1993),ready for digitisation
Eukaryota,Arthropoda,Urodacus_armatus,Urodacus_armatus,0.06,1,0.0489779,0.914,25,aerial,wet,NA,NA,NA,NA,NA,NA,Withers and Smith (1993),ready for digitisation
Eukaryota,Arthropoda,Urodacus_armatus,Urodacus_armatus,0.06,1,0.0660693,1.037,30,aerial,wet,NA,NA,NA,NA,NA,NA,Withers and Smith (1993),ready for digitisation
Eukaryota,Arthropoda,Urodacus_armatus,Urodacus_armatus,0.06,1,0.1071519,0.891,35,aerial,wet,NA,NA,NA,NA,NA,NA,Withers and Smith (1993),ready for digitisation
Eukaryota,Arthropoda,Urodacus_armatus,Urodacus_armatus,0.06,1,0.1778279,0.894,40,aerial,wet,NA,NA,NA,NA,NA,NA,Withers and Smith (1993),ready for digitisation
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.62,7.32,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.483,7.32,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.47,7.1,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.62,5.1,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.635,7.54,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.456,6.55,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.67,4.15,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.96,6.58,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.52,6.98,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.45,6.98,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.45,4.97,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.42,6.6,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.45,5,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.42,7.2,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.396,7.07,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.538,6.21,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.6,7.25,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.43,6,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.6,6.21,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.43,7.25,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.4,6,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.37,6.66,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.45,4.7,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.46,6.4,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.564,4.7,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.505,6.9,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristaeomorpha_foliacea,Aristaeomorpha_foliacea,NA,NA,NA,NA,NA,NA,NA,0.66,4.45,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.363,7.3,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.38,5.5,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.3,7.6,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.25,5.4,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.382,7.6,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.39,7.3,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.38,7.4,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.468,4.6,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.521,7.3,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.435,4.4,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.364,7.3,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.41,4.5,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.521,7.4,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.39,4.4,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.51,7.4,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.531,4.6,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.387,7.4,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.4,4.4,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.142,6.3,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.213,7.7,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.213,4.6,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.558,6.68,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.259,8.67,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.337,6.94,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.34,7.68,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.532,6.91,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.35,7.72,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.99,5.46,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.49,6.77,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.93,6.6,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.99,5.5,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.35,7.72,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.4,5.15,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.197,7.56,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.214,7.94,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.532,6.91,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.39,6.6,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.43,5.8,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.37,6.51,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.35,6.75,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.425,3.75,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.525,6.36,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Aristeus_antennatus,Aristeus_antennatus,NA,NA,NA,NA,NA,NA,NA,0.36,7.54,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Chlorotocus_crassicornis,Chlorotocus_crassicornis,NA,NA,NA,NA,NA,NA,NA,0.4,1.9,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Chlorotocus_crassicornis,Chlorotocus_crassicornis,NA,NA,NA,NA,NA,NA,NA,0.48,1.74,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Chlorotocus_crassicornis,Chlorotocus_crassicornis,NA,NA,NA,NA,NA,NA,NA,0.48,1.73,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Geryon_longipes,Geryon_longipes,NA,NA,NA,NA,NA,NA,NA,0.3,5.3,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Geryon_longipes,Geryon_longipes,NA,NA,NA,NA,NA,NA,NA,0.5,7.5,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Geryon_longipes,Geryon_longipes,NA,NA,NA,NA,NA,NA,NA,0.54,7.55,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Medorippe_lanata,Medorippe_lanata,NA,NA,NA,NA,NA,NA,NA,1.05,3.35,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Medorippe_lanata,Medorippe_lanata,NA,NA,NA,NA,NA,NA,NA,1.575,3.11,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Penaeus_kerathurus,Melicertus_kerathurus,NA,NA,NA,NA,NA,NA,NA,0.572,24.74,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Penaeus_kerathurus,Melicertus_kerathurus,NA,NA,NA,NA,NA,NA,NA,0.47,24.17,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Penaeus_kerathurus,Melicertus_kerathurus,NA,NA,NA,NA,NA,NA,NA,1.062,6.97,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Penaeus_kerathurus,Melicertus_kerathurus,NA,NA,NA,NA,NA,NA,NA,1.253,6.27,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Penaeus_kerathurus,Melicertus_kerathurus,NA,NA,NA,NA,NA,NA,NA,1.047,5.97,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Penaeus_kerathurus,Melicertus_kerathurus,NA,NA,NA,NA,NA,NA,NA,0.6,5.43,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Penaeus_kerathurus,Melicertus_kerathurus,NA,NA,NA,NA,NA,NA,NA,0.78,3.7,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Munida_intermedia,Munida_intermedia,NA,NA,NA,NA,NA,NA,NA,0.25,2.9,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Munida_intermedia,Munida_intermedia,NA,NA,NA,NA,NA,NA,NA,0.32,3.05,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Munida_intermedia,Munida_intermedia,NA,NA,NA,NA,NA,NA,NA,0.32,3.05,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Munida_intermedia,Munida_intermedia,NA,NA,NA,NA,NA,NA,NA,0.46,2.16,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Munida_intermedia,Munida_intermedia,NA,NA,NA,NA,NA,NA,NA,0.48,2.37,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Munida_tenuimana,Munida_tenuimana,NA,NA,NA,NA,NA,NA,NA,0.4,2.75,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Munida_tenuimana,Munida_tenuimana,NA,NA,NA,NA,NA,NA,NA,0.4,2.92,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Munida_tenuimana,Munida_tenuimana,NA,NA,NA,NA,NA,NA,NA,0.4,2.95,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.214,5.77,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.169,7.21,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.14,5.3,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.13,6.2,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.11,7.74,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.11,8.9,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.08,8.78,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.09,9.98,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.1,8.18,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.06,12.08,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.09,9.39,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.12,9.13,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.03,17.11,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.09,9.42,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.1,7,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.1,8.2,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.09,9.03,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.1,9.32,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.09,6.9,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
Eukaryota,Arthropoda,Nephrops_norvegicus,Nephrops_norvegicus,NA,NA,NA,NA,NA,NA,NA,0.06,8.6,NA,NA,NA,NA,Apostolidis and Stergiou (2008),no temperature dependence
